Customer_ID,Age,Gender,City,Marital_Status,Education,Occupation,Income,Preferred_Language,Preferred_Channel,Preferred_Time
HL00605,26,Male,Leeds,Single,Bachelor's Degree,Teacher,25256.292,English,Text,Evening
HL00606,47,Female,London,Married,Bachelor's Degree,Doctor,61997.16,French,Email,Evening
HL00607,37,Female,Glasgow,Divorced,Associate Degree,Entrepreneur,142553.76,Panjabi,Phone,Afternoon
HL00608,41,Female,Bristol,Married,Master's Degree,Lawyer,56464.8,Portuguese,Phone,Weekends
HL00609,36,Female,Coventry,Single,Associate Degree,Lawyer,24026.268,French,Phone,Evening
HL00610,54,Female,Liverpool,Married,Master's Degree,Artist,52680.228,English,Phone,Afternoon
HL00611,64,Male,London,Married,Associate Degree,Lawyer,55967.28,Urdu,Text,Afternoon
HL00612,47,Male,Sheffield,Single,Associate Degree,Lawyer,72977.868,English,Mail,Anytime
HL00613,52,Male,Liverpool,Married,Associate Degree,Nurse,65955.636,Panjabi,In-Person Meeting,Morning
HL00614,46,Male,Manchester,Married,Doctorate,Artist,97982.328,English,Email,Evening
HL00615,29,Male,Southampton,Single,High School Diploma,Salesperson,18284.412,English,Phone,Evening
HL00616,34,Female,Birmingham,Single,Associate Degree,Entrepreneur,11240.6136,English,Text,Evening
HL00617,28,Female,Leicester,Divorced,Associate Degree,Doctor,23507.256,English,Phone,Afternoon
HL00618,52,Female,Belfast,Married,Bachelor's Degree,Salesperson,49988.316,English,Email,Evening
HL00619,43,Female,London,Single,Doctorate,Lawyer,82541.04,English,Email,Afternoon
HL00620,42,Male,Liverpool,Married,Associate Degree,Nurse,61812.66,English,Phone,Evening
HL00621,36,Male,Sheffield,Single,Master's Degree,Nurse,115406.412,English,Email,Afternoon
HL00622,51,Female,Birmingham,Married,High School Diploma,Artist,50298.744,English,Text,Evening
HL00623,47,Female,Manchester,Widowed,Bachelor's Degree,Entrepreneur,61555.848,English,Mail,Afternoon
HL00624,37,Female,Leicester,Separated,Bachelor's Degree,Manager,114331.632,Portuguese,Email,Morning
HL00625,42,Male,Glasgow,Single,Master's Degree,Engineer,132622.92,Panjabi,Email,Morning
HL00626,32,Male,Leeds,Single,Associate Degree,Salesperson,113590.752,English,Email,Afternoon
HL00627,29,Female,Birmingham,Divorced,Associate Degree,Engineer,88033.152,English,Phone,Anytime
HL00628,34,Female,Leicester,Single,Master's Degree,Doctor,82215.984,English,In-Person Meeting,Morning
HL00629,35,Male,Kingston upon Hull,Widowed,Bachelor's Degree,Nurse,37339.836,Spanish,Email,Morning
HL00630,22,Female,Liverpool,Single,Bachelor's Degree,Salesperson,14783.136,English,Email,Anytime
HL00631,32,Male,Newcastle upon Tyne,Married,Bachelor's Degree,Engineer,27340.524,English,Email,Weekends
HL00632,42,Female,Glasgow,Married,Bachelor's Degree,Artist,80540.316,English,Phone,Evening
HL00633,41,Male,Belfast,Single,Bachelor's Degree,Doctor,49583.628,English,In-Person Meeting,Morning
HL00634,58,Male,Edinburgh,Single,Doctorate,Manager,113395.776,Panjabi,Email,Afternoon
HL00635,35,Male,London,Widowed,Bachelor's Degree,Engineer,69542.028,English,Phone,Anytime
HL00636,31,Female,Liverpool,Married,Master's Degree,Manager,19112.292,Spanish,Email,Morning
HL00637,42,Female,Birmingham,Married,Doctorate,Lawyer,70266.48,French,Email,Evening
HL00638,23,Female,London,Married,Bachelor's Degree,Lawyer,24364.584,French,Email,Afternoon
HL00639,50,Male,Birmingham,Single,Associate Degree,Nurse,102442.296,Spanish,Phone,Morning
HL00640,42,Male,London,Married,Bachelor's Degree,Entrepreneur,46351.56,English,Text,Evening
HL00641,56,Male,Nottingham,Widowed,High School Diploma,Artist,44859.54,English,Phone,Afternoon
HL00642,24,Male,Edinburgh,Widowed,Bachelor's Degree,Entrepreneur,62684.82,English,In-Person Meeting,Morning
HL00643,22,Female,Edinburgh,Single,Associate Degree,Lawyer,25186.368,English,Email,Evening
HL00644,20,Female,London,Single,Master's Degree,Artist,24467.76,French,Text,Morning
HL00645,34,Female,Sheffield,Single,Doctorate,Entrepreneur,90183.18,Spanish,Email,Evening
HL00646,23,Male,London,Married,Master's Degree,Entrepreneur,24958.164,English,Mail,Anytime
HL00647,44,Female,Bristol,Married,Master's Degree,Nurse,51354.828,English,In-Person Meeting,Weekends
HL00648,50,Female,Glasgow,Widowed,Bachelor's Degree,Entrepreneur,69081.84,English,Phone,Afternoon
HL00649,35,Female,London,Married,High School Diploma,Teacher,65072.532,French,In-Person Meeting,Evening
HL00650,54,Female,London,Married,Doctorate,Teacher,61087.524,English,Mail,Morning
HL00651,23,Female,Birmingham,Single,Master's Degree,Doctor,16180.056,English,Mail,Evening
HL00652,31,Female,London,Married,Master's Degree,Entrepreneur,18948.324,Romanian,Email,Morning
HL00653,40,Male,Birmingham,Divorced,Master's Degree,Doctor,69242.304,English,Email,Morning
HL00654,47,Male,Kingston upon Hull,Single,Master's Degree,Teacher,134530.68,French,Email,Afternoon
HL00655,57,Male,Liverpool,Married,Doctorate,Doctor,66270.276,English,Phone,Morning
HL00656,44,Male,Nottingham,Divorced,Bachelor's Degree,Doctor,70865.604,English,Phone,Evening
HL00657,48,Male,Portsmouth,Single,Bachelor's Degree,Manager,92932.092,English,Email,Evening
HL00658,62,Female,Glasgow,Married,High School Diploma,Lawyer,63681.084,English,Email,Afternoon
HL00659,35,Female,London,Separated,Master's Degree,Entrepreneur,96976.62,English,Email,Morning
HL00660,45,Male,London,Separated,Associate Degree,Nurse,95775.888,English,Phone,Morning
HL00661,37,Male,Manchester,Divorced,Doctorate,Doctor,91962.072,English,Phone,Morning
HL00662,44,Male,Liverpool,Single,Associate Degree,Lawyer,71286.552,Arabic,Email,Morning
HL00663,46,Female,Glasgow,Married,Doctorate,Lawyer,59760.54,Spanish,Phone,Afternoon
HL00664,22,Female,Manchester,Married,Master's Degree,Artist,16957.128,English,Text,Evening
HL00665,59,Female,London,Widowed,Bachelor's Degree,Entrepreneur,61450.356,English,Text,Afternoon
HL00666,52,Male,London,Single,Associate Degree,Lawyer,66953.22,English,Mail,Morning
HL00667,59,Female,Glasgow,Married,Associate Degree,Manager,45210.18,English,Email,Afternoon
HL00668,23,Male,Edinburgh,Single,Associate Degree,Teacher,23441.88,Spanish,In-Person Meeting,Evening
HL00669,33,Female,Leicester,Single,High School Diploma,Engineer,105966.996,English,Text,Morning
HL00670,44,Male,Kingston upon Hull,Divorced,Master's Degree,Lawyer,67012.728,English,In-Person Meeting,Evening
HL00671,23,Female,Manchester,Single,Bachelor's Degree,Salesperson,22686.504,English,Text,Anytime
HL00672,20,Male,Leicester,Single,Associate Degree,Entrepreneur,29848.524,English,Email,Evening
HL00673,42,Male,London,Married,Associate Degree,Teacher,53352.924,English,In-Person Meeting,Anytime
HL00674,36,Female,Belfast,Divorced,Doctorate,Nurse,24446.64,English,Mail,Morning
HL00675,49,Male,London,Widowed,Associate Degree,Artist,69855.576,English,Email,Evening
HL00676,29,Female,Stoke-on-Trent,Married,Associate Degree,Engineer,16652.376,English,In-Person Meeting,Morning
HL00677,47,Male,London,Single,High School Diploma,Nurse,129708.24,English,Text,Morning
HL00678,55,Female,London,Married,Bachelor's Degree,Doctor,53470.656,English,Phone,Afternoon
HL00679,56,Female,Manchester,Married,Bachelor's Degree,Manager,47692.644,English,In-Person Meeting,Afternoon
HL00680,30,Male,Sheffield,Single,Bachelor's Degree,Manager,18358.128,English,Text,Afternoon
HL00681,37,Male,London,Married,Master's Degree,Manager,62454.12,Chinese,Email,Afternoon
HL00682,24,Female,Leeds,Single,Master's Degree,Artist,23127.948,English,Text,Anytime
HL00683,24,Female,Sheffield,Single,Master's Degree,Nurse,21308.844,Spanish,Email,Evening
HL00684,58,Female,Liverpool,Widowed,Associate Degree,Lawyer,49083.624,English,Phone,Afternoon
HL00685,36,Male,Birmingham,Married,High School Diploma,Nurse,97591.932,English,Email,Afternoon
HL00686,44,Male,Manchester,Divorced,Master's Degree,Doctor,74436.216,English,Phone,Morning
HL00687,41,Male,Liverpool,Separated,Doctorate,Teacher,100077.036,English,Email,Afternoon
HL00688,50,Female,Glasgow,Married,Master's Degree,Entrepreneur,64776.3,English,Email,Evening
HL00689,30,Female,Edinburgh,Single,Bachelor's Degree,Artist,18237.624,English,Text,Morning
HL00690,49,Male,Bristol,Divorced,Master's Degree,Lawyer,102955.716,English,Phone,Afternoon
HL00691,58,Female,London,Married,Associate Degree,Nurse,41639.364,English,In-Person Meeting,Afternoon
HL00692,55,Female,Birmingham,Widowed,Bachelor's Degree,Doctor,73179.228,English,Phone,Afternoon
HL00693,27,Male,London,Single,Bachelor's Degree,Entrepreneur,24488.508,English,Text,Anytime
HL00694,55,Male,Birmingham,Married,Doctorate,Doctor,41225.844,English,Email,Afternoon
HL00695,47,Female,Edinburgh,Married,Associate Degree,Engineer,68721.708,English,Email,Anytime
HL00696,34,Female,Bristol,Widowed,Bachelor's Degree,Entrepreneur,57670.944,Chinese,Phone,Weekends
HL00697,26,Female,Edinburgh,Single,Associate Degree,Lawyer,97011.204,English,Email,Weekends
HL00698,32,Male,Birmingham,Single,Bachelor's Degree,Teacher,14855.496,English,In-Person Meeting,Morning
HL00699,42,Male,Newcastle upon Tyne,Divorced,Doctorate,Manager,98833.62,English,Email,Afternoon
HL00700,25,Female,Leicester,Single,Associate Degree,Nurse,17667.444,Spanish,Phone,Evening
HL00701,26,Male,Birmingham,Single,Doctorate,Engineer,21944.064,English,Phone,Evening
HL00702,30,Male,Nottingham,Single,Associate Degree,Nurse,14853.468,Panjabi,Text,Evening
HL00703,37,Female,Stoke-on-Trent,Single,Doctorate,Salesperson,16043.34,English,Text,Evening
HL00704,45,Male,Bristol,Separated,Doctorate,Manager,115621.656,English,Email,Morning
HL00705,45,Male,Cardiff,Single,Master's Degree,Lawyer,98756.808,English,In-Person Meeting,Afternoon
HL00706,40,Female,London,Divorced,Associate Degree,Entrepreneur,66901.596,Urdu,Phone,Morning
HL00707,30,Male,Leeds,Single,High School Diploma,Manager,21595.32,English,In-Person Meeting,Evening
HL00708,36,Male,Kingston upon Hull,Married,Associate Degree,Manager,64487.148,English,Phone,Afternoon
HL00709,45,Female,Sheffield,Married,Doctorate,Artist,57945.648,English,Email,Evening
HL00710,40,Female,Birmingham,Married,Bachelor's Degree,Salesperson,72918.108,Panjabi,Mail,Morning
HL00711,44,Male,Leicester,Divorced,Master's Degree,Engineer,87464.784,English,Text,Morning
HL00712,30,Female,Glasgow,Divorced,Master's Degree,Artist,23231.4,English,Mail,Weekends
HL00713,47,Male,Leeds,Single,Doctorate,Salesperson,95942.988,English,Text,Evening
HL00714,21,Female,London,Divorced,Associate Degree,Teacher,15378.912,English,Phone,Evening
HL00715,48,Male,Birmingham,Separated,Bachelor's Degree,Artist,111203.904,English,Mail,Afternoon
HL00716,38,Male,Birmingham,Separated,Bachelor's Degree,Nurse,66498.324,French,In-Person Meeting,Anytime
HL00717,39,Female,Birmingham,Married,Associate Degree,Salesperson,65844.696,Chinese,Phone,Afternoon
HL00718,63,Female,Liverpool,Widowed,Associate Degree,Entrepreneur,64221.78,English,Email,Evening
HL00719,21,Female,Leeds,Married,Master's Degree,Doctor,16294.716,English,Mail,Afternoon
HL00720,37,Male,Liverpool,Married,High School Diploma,Salesperson,38345.148,Arabic,Text,Afternoon
HL00721,56,Female,Birmingham,Separated,Doctorate,Engineer,125881.56,English,Email,Evening
HL00722,54,Male,Nottingham,Divorced,High School Diploma,Lawyer,58207.236,Spanish,Phone,Afternoon
HL00723,29,Male,London,Divorced,Bachelor's Degree,Artist,97616.664,English,In-Person Meeting,Morning
HL00724,53,Male,Manchester,Divorced,Bachelor's Degree,Manager,101741.208,English,Email,Morning
HL00725,24,Male,London,Single,High School Diploma,Salesperson,23137.212,Panjabi,Text,Evening
HL00726,22,Female,Bristol,Married,Doctorate,Entrepreneur,34701.864,English,Email,Evening
HL00727,43,Female,Bristol,Married,Doctorate,Salesperson,61888.224,French,Email,Evening
HL00728,51,Female,London,Widowed,High School Diploma,Entrepreneur,48151.512,English,Text,Afternoon
HL00729,52,Female,Kingston upon Hull,Divorced,Associate Degree,Teacher,113307.42,English,Phone,Morning
HL00730,19,Male,Newcastle upon Tyne,Single,Associate Degree,Salesperson,16952.7,English,Text,Evening
HL00731,48,Male,Liverpool,Married,Master's Degree,Manager,84899.604,English,Phone,Afternoon
HL00732,45,Male,Nottingham,Single,Bachelor's Degree,Artist,95363.7,English,Phone,Evening
HL00733,20,Male,Leicester,Single,Bachelor's Degree,Entrepreneur,21048.552,English,Email,Evening
HL00734,54,Male,Portsmouth,Married,Master's Degree,Nurse,55751.544,English,Phone,Morning
HL00735,29,Male,Leeds,Single,Doctorate,Doctor,115408.38,English,Email,Morning
HL00736,56,Male,Birmingham,Married,Doctorate,Teacher,48306.48,English,Email,Afternoon
HL00737,37,Male,Leicester,Divorced,Bachelor's Degree,Lawyer,92798.904,Spanish,Text,Afternoon
HL00738,26,Male,Manchester,Single,Associate Degree,Entrepreneur,26021.256,English,Email,Anytime
HL00739,34,Male,Nottingham,Single,Bachelor's Degree,Engineer,76450.068,French,In-Person Meeting,Afternoon
HL00740,22,Male,Leeds,Divorced,Bachelor's Degree,Manager,71286.912,Spanish,Phone,Weekends
HL00741,33,Male,London,Single,High School Diploma,Doctor,77512.26,English,Email,Afternoon
HL00742,45,Male,London,Single,Associate Degree,Manager,107452.296,Spanish,Email,Evening
HL00743,42,Male,London,Divorced,Bachelor's Degree,Entrepreneur,144023.04,English,Phone,Morning
HL00744,28,Female,Liverpool,Married,Bachelor's Degree,Manager,22100.544,English,Text,Anytime
HL00745,27,Male,Birmingham,Married,Bachelor's Degree,Doctor,25266.312,English,Text,Evening
HL00746,35,Female,Southampton,Single,Master's Degree,Manager,16923.72,French,Text,Morning
HL00747,40,Male,London,Single,Bachelor's Degree,Manager,132804.24,French,In-Person Meeting,Evening
HL00748,45,Female,Manchester,Married,Master's Degree,Lawyer,66337.2,English,Email,Afternoon
HL00749,21,Female,Leeds,Divorced,High School Diploma,Manager,22505.364,Urdu,In-Person Meeting,Afternoon
HL00750,33,Male,Liverpool,Separated,Master's Degree,Lawyer,105342.24,French,Email,Afternoon
HL00751,29,Male,Liverpool,Married,Bachelor's Degree,Artist,20627.532,English,Phone,Anytime
HL00752,39,Male,London,Single,Master's Degree,Artist,22528.932,Chinese,Text,Evening
HL00753,60,Male,Bristol,Divorced,Master's Degree,Manager,68855.448,English,Email,Morning
HL00754,28,Male,Birmingham,Divorced,Associate Degree,Nurse,21573.3,Spanish,Mail,Evening
HL00755,25,Female,Sheffield,Single,High School Diploma,Teacher,30902.136,English,Email,Evening
HL00756,49,Female,Birmingham,Separated,Master's Degree,Manager,94929.504,English,Phone,Morning
HL00757,37,Male,Stoke-on-Trent,Widowed,High School Diploma,Salesperson,54592.104,English,Email,Afternoon
HL00758,42,Female,Birmingham,Married,Bachelor's Degree,Artist,54238.2,English,Email,Afternoon
HL00759,65,Female,Stoke-on-Trent,Married,Associate Degree,Manager,56841.216,English,Email,Afternoon
HL00760,22,Female,London,Single,Associate Degree,Teacher,13844.316,English,Email,Evening
HL00761,32,Male,Liverpool,Single,Master's Degree,Manager,17270.052,Urdu,Text,Afternoon
HL00762,36,Male,Birmingham,Widowed,Master's Degree,Engineer,79017.78,Chinese,Email,Morning
HL00763,29,Male,London,Divorced,Master's Degree,Engineer,115503.516,English,Email,Morning
HL00764,39,Female,London,Divorced,Bachelor's Degree,Lawyer,84378,English,Mail,Morning
HL00765,20,Male,London,Single,Bachelor's Degree,Nurse,24219.756,English,Text,Evening
HL00766,37,Male,Stoke-on-Trent,Divorced,Doctorate,Manager,101693.376,English,In-Person Meeting,Afternoon
HL00767,41,Male,Birmingham,Single,Master's Degree,Doctor,73633.44,Arabic,Email,Afternoon
HL00768,50,Male,Bristol,Divorced,High School Diploma,Manager,96865.524,English,In-Person Meeting,Morning
HL00769,25,Male,Bristol,Divorced,Bachelor's Degree,Lawyer,53266.872,English,Email,Afternoon
HL00770,50,Male,Stoke-on-Trent,Single,Associate Degree,Manager,85201.212,Spanish,In-Person Meeting,Afternoon
HL00771,68,Female,Bradford,Married,High School Diploma,Nurse,75607.128,English,Email,Anytime
HL00772,47,Female,Manchester,Married,Master's Degree,Nurse,74205.528,English,Phone,Afternoon
HL00773,31,Female,Bradford,Married,Associate Degree,Teacher,24430.08,English,Text,Evening
HL00774,31,Female,Glasgow,Divorced,Bachelor's Degree,Teacher,59688.144,English,Phone,Morning
HL00775,20,Female,Edinburgh,Single,High School Diploma,Entrepreneur,25785.852,Chinese,Phone,Evening
HL00776,53,Female,Liverpool,Widowed,Associate Degree,Engineer,44914.392,English,Phone,Morning
HL00777,31,Male,Bristol,Single,Associate Degree,Nurse,20444.064,English,Text,Anytime
HL00778,52,Female,London,Married,Associate Degree,Teacher,73173.312,English,In-Person Meeting,Morning
HL00779,55,Female,Glasgow,Married,Master's Degree,Entrepreneur,48347.616,English,Phone,Morning
HL00780,45,Male,London,Divorced,Bachelor's Degree,Engineer,90028.044,English,Email,Morning
HL00781,57,Male,Manchester,Divorced,Master's Degree,Teacher,95393.232,English,Phone,Morning
HL00782,54,Female,Birmingham,Married,Doctorate,Manager,64535.484,English,Text,Evening
HL00783,24,Female,Edinburgh,Single,Associate Degree,Nurse,25166.064,English,In-Person Meeting,Anytime
HL00784,36,Female,Birmingham,Married,Bachelor's Degree,Manager,58395.84,English,In-Person Meeting,Afternoon
HL00785,31,Male,London,Divorced,Master's Degree,Salesperson,96715.128,Spanish,Text,Morning
HL00786,56,Female,Liverpool,Widowed,Associate Degree,Engineer,48378.78,Portuguese,Mail,Afternoon
HL00787,29,Female,Liverpool,Single,Doctorate,Lawyer,89859.156,English,Phone,Morning
HL00788,33,Male,Birmingham,Widowed,Master's Degree,Nurse,62068.992,French,Email,Anytime
HL00789,29,Male,Bristol,Divorced,Bachelor's Degree,Nurse,100462.8,English,Text,Afternoon
HL00790,31,Male,Leeds,Divorced,Bachelor's Degree,Teacher,86432.028,English,Email,Afternoon
HL00791,37,Male,Leicester,Divorced,Bachelor's Degree,Engineer,121967.04,English,Email,Morning
HL00792,42,Male,Birmingham,Single,Master's Degree,Lawyer,18910.032,English,Email,Evening
HL00793,48,Female,London,Married,Master's Degree,Artist,69616.344,English,Text,Afternoon
HL00794,50,Male,Birmingham,Divorced,Associate Degree,Manager,114926.292,Spanish,Email,Weekends
HL00795,34,Male,Birmingham,Single,Master's Degree,Lawyer,132905.4,English,Email,Morning
HL00796,29,Male,London,Single,Associate Degree,Teacher,19590.324,Spanish,Email,Evening
HL00797,37,Male,Manchester,Single,Bachelor's Degree,Entrepreneur,21993.012,English,Text,Morning
HL00798,54,Female,Portsmouth,Married,Bachelor's Degree,Manager,73458.756,English,Email,Anytime
HL00799,32,Female,Glasgow,Divorced,High School Diploma,Nurse,15214.356,English,Phone,Anytime
HL00800,29,Female,London,Married,Bachelor's Degree,Artist,22950.756,Panjabi,Text,Evening
HL00801,30,Female,Birmingham,Married,Bachelor's Degree,Engineer,28702.932,English,Text,Evening
HL00802,45,Female,London,Divorced,Master's Degree,Entrepreneur,73381.62,English,Email,Anytime
HL00803,49,Female,Leeds,Single,Master's Degree,Lawyer,90219.528,English,Text,Morning
HL00804,59,Male,London,Widowed,Doctorate,Teacher,68722.512,French,Mail,Anytime
HL00805,55,Female,London,Married,Associate Degree,Engineer,55621.704,English,Email,Evening
HL00806,21,Male,London,Married,Master's Degree,Doctor,20165.616,Chinese,Text,Evening
HL00807,33,Male,Sheffield,Single,Bachelor's Degree,Entrepreneur,26569.02,English,Mail,Anytime
HL00808,58,Female,Liverpool,Married,Bachelor's Degree,Teacher,66019.392,English,Mail,Evening
HL00809,20,Male,Manchester,Married,Master's Degree,Engineer,21949.908,English,Text,Evening
HL00810,47,Female,Southampton,Widowed,Bachelor's Degree,Nurse,76730.268,English,Email,Afternoon
HL00811,48,Male,Liverpool,Divorced,Associate Degree,Doctor,60159.528,English,Email,Morning
HL00812,37,Male,Liverpool,Single,Doctorate,Doctor,103464.516,French,Phone,Morning
HL00813,47,Male,Bradford,Single,Doctorate,Doctor,69530.34,Chinese,In-Person Meeting,Afternoon
HL00814,47,Male,London,Single,Master's Degree,Salesperson,80498.088,Spanish,Email,Afternoon
HL00815,74,Male,Bristol,Married,Bachelor's Degree,Engineer,57295.284,English,Email,Morning
HL00816,31,Female,Manchester,Divorced,Doctorate,Nurse,87591.408,English,Email,Weekends
HL00817,42,Female,Glasgow,Married,Master's Degree,Doctor,67689.636,French,Mail,Morning
HL00818,43,Male,Manchester,Divorced,Doctorate,Manager,86090.724,French,Phone,Morning
HL00819,61,Female,Manchester,Married,Master's Degree,Lawyer,64010.58,English,Phone,Afternoon
HL00820,28,Female,Cardiff,Single,Master's Degree,Doctor,20384.784,Arabic,Email,Anytime
HL00821,44,Female,Bristol,Married,Master's Degree,Teacher,48681.732,French,Phone,Evening
HL00822,29,Male,Belfast,Divorced,Doctorate,Lawyer,99807.396,Spanish,Email,Morning
HL00823,40,Female,Glasgow,Separated,Master's Degree,Doctor,106970.256,English,Text,Morning
HL00824,54,Male,London,Single,Master's Degree,Engineer,100909.344,English,Email,Afternoon
HL00825,61,Female,Belfast,Widowed,Bachelor's Degree,Salesperson,65105.088,English,Email,Morning
HL00826,42,Male,Liverpool,Single,Associate Degree,Salesperson,97305.336,French,In-Person Meeting,Afternoon
HL00827,35,Male,Nottingham,Single,Master's Degree,Engineer,91599.192,English,In-Person Meeting,Morning
HL00828,57,Male,Portsmouth,Single,Master's Degree,Artist,111879.468,English,Phone,Evening
HL00829,45,Female,Kingston upon Hull,Married,Master's Degree,Manager,57111.156,Spanish,Email,Afternoon
HL00830,39,Male,Manchester,Single,Doctorate,Manager,83469.264,English,Email,Morning
HL00831,26,Female,London,Divorced,Master's Degree,Artist,21330.984,English,Mail,Anytime
HL00832,53,Female,Bradford,Widowed,Master's Degree,Doctor,76795.272,English,Phone,Morning
HL00833,35,Male,Newcastle upon Tyne,Divorced,Doctorate,Artist,86543.16,English,In-Person Meeting,Morning
HL00834,55,Male,Edinburgh,Married,Master's Degree,Salesperson,77167.572,English,Email,Anytime
HL00835,20,Male,Edinburgh,Married,Master's Degree,Manager,19072.992,Spanish,Text,Weekends
HL00836,51,Male,Birmingham,Separated,High School Diploma,Doctor,81353.352,English,Text,Evening
HL00837,23,Female,Leicester,Married,High School Diploma,Manager,15219.108,French,Text,Morning
HL00838,73,Female,Birmingham,Divorced,Associate Degree,Lawyer,52158.072,English,Text,Weekends
HL00839,24,Female,Glasgow,Single,Bachelor's Degree,Doctor,20326.164,English,Email,Evening
HL00840,72,Female,London,Married,Bachelor's Degree,Nurse,55144.92,English,Email,Afternoon
HL00841,68,Female,Cardiff,Married,Bachelor's Degree,Engineer,74062.272,English,Email,Morning
HL00842,46,Female,Stoke-on-Trent,Divorced,Associate Degree,Doctor,112683.3,Spanish,Phone,Afternoon
HL00843,22,Female,Bradford,Single,Bachelor's Degree,Nurse,15122.112,English,Email,Anytime
HL00844,47,Male,Leeds,Widowed,Doctorate,Doctor,52775.088,Panjabi,Phone,Evening
HL00845,42,Female,London,Widowed,Bachelor's Degree,Teacher,73357.392,English,Phone,Afternoon
HL00846,78,Female,London,Divorced,Associate Degree,Doctor,64700.352,English,Email,Afternoon
HL00847,39,Male,Belfast,Widowed,Associate Degree,Teacher,83226.612,English,Email,Morning
HL00848,47,Male,Sheffield,Widowed,Bachelor's Degree,Engineer,55757.952,Portuguese,Mail,Afternoon
HL00849,42,Male,Birmingham,Married,Bachelor's Degree,Artist,56278.332,English,In-Person Meeting,Anytime
HL00850,20,Male,Stoke-on-Trent,Married,Doctorate,Entrepreneur,24222.228,English,Email,Morning
HL00851,21,Male,London,Single,Bachelor's Degree,Nurse,25537.584,English,Mail,Weekends
HL00852,25,Male,Leeds,Single,Associate Degree,Artist,22284.24,English,Email,Evening
HL00853,46,Female,Bristol,Separated,Associate Degree,Manager,118177.368,English,Email,Anytime
HL00854,44,Male,Bristol,Single,Master's Degree,Manager,78909.168,English,Phone,Weekends
HL00855,29,Male,Belfast,Single,Bachelor's Degree,Entrepreneur,16388.124,French,Text,Weekends
HL00856,45,Female,London,Single,Bachelor's Degree,Doctor,79691.196,English,Text,Morning
HL00857,42,Female,London,Single,Bachelor's Degree,Engineer,93222.516,English,Mail,Morning
HL00858,60,Female,Bristol,Widowed,Bachelor's Degree,Nurse,57973.596,English,Email,Morning
HL00859,55,Male,Edinburgh,Married,Bachelor's Degree,Teacher,39378.636,English,Email,Morning
HL00860,35,Female,Manchester,Single,Doctorate,Engineer,19907.76,French,Mail,Anytime
HL00861,25,Male,Bradford,Single,Associate Degree,Artist,25939.14,English,Email,Evening
HL00862,48,Male,Leeds,Separated,High School Diploma,Lawyer,68813.148,Arabic,Email,Afternoon
HL00863,27,Male,Nottingham,Separated,Associate Degree,Salesperson,24576.66,English,Text,Anytime
HL00864,24,Male,Bradford,Single,Bachelor's Degree,Nurse,21164.472,English,Text,Evening
HL00865,30,Male,Coventry,Married,High School Diploma,Teacher,22105.536,English,Text,Evening
HL00866,22,Female,Birmingham,Married,High School Diploma,Lawyer,19185.348,English,Text,Evening
HL00867,24,Female,Manchester,Single,Bachelor's Degree,Entrepreneur,29732.352,Spanish,In-Person Meeting,Anytime
HL00868,39,Male,Liverpool,Single,Doctorate,Doctor,116951.244,English,Phone,Afternoon
HL00869,51,Male,Edinburgh,Widowed,Bachelor's Degree,Teacher,60183.132,English,Email,Evening
HL00870,37,Female,London,Married,High School Diploma,Entrepreneur,11926.6932,English,Text,Afternoon
HL00871,31,Female,Birmingham,Married,Bachelor's Degree,Salesperson,21746.712,English,Email,Anytime
HL00872,42,Male,Coventry,Single,Doctorate,Nurse,67021.752,English,In-Person Meeting,Morning
HL00873,36,Male,Edinburgh,Married,Doctorate,Lawyer,76139.184,English,Phone,Morning
HL00874,45,Female,Liverpool,Married,Bachelor's Degree,Engineer,66681.684,English,Phone,Evening
HL00875,26,Male,Leeds,Single,Bachelor's Degree,Entrepreneur,85646.544,Spanish,Text,Morning
HL00876,33,Male,London,Separated,Doctorate,Lawyer,101994.348,English,Email,Morning
HL00877,43,Male,Glasgow,Divorced,High School Diploma,Artist,105513.6,English,Mail,Morning
HL00878,43,Female,Stoke-on-Trent,Divorced,Doctorate,Teacher,118041.468,English,Mail,Morning
HL00879,43,Male,Birmingham,Widowed,Bachelor's Degree,Artist,65003.016,French,Mail,Anytime
HL00880,36,Male,Portsmouth,Divorced,Associate Degree,Teacher,109140.096,English,Email,Afternoon
HL00881,56,Male,Glasgow,Divorced,Doctorate,Teacher,109962.12,English,In-Person Meeting,Afternoon
HL00882,55,Female,Manchester,Widowed,High School Diploma,Entrepreneur,51903.996,English,Mail,Evening
HL00883,40,Male,Manchester,Single,Master's Degree,Nurse,70597.38,English,Phone,Morning
HL00884,30,Female,Birmingham,Single,Master's Degree,Entrepreneur,21847.152,English,Text,Anytime
HL00885,35,Female,Birmingham,Separated,Doctorate,Doctor,101260.824,English,Email,Evening
HL00886,30,Male,London,Divorced,Bachelor's Degree,Nurse,23986.764,English,Text,Evening
HL00887,47,Female,London,Divorced,Bachelor's Degree,Lawyer,116309.58,English,Phone,Morning
HL00888,33,Male,Leeds,Single,Master's Degree,Manager,128765.52,English,Email,Afternoon
HL00889,45,Male,Liverpool,Single,Master's Degree,Doctor,107342.112,English,Email,Morning
HL00890,49,Male,Leeds,Divorced,Bachelor's Degree,Manager,63589.656,English,Phone,Anytime
HL00891,20,Female,Coventry,Single,Associate Degree,Nurse,21306.588,Spanish,Text,Morning
HL00892,38,Male,Birmingham,Single,Master's Degree,Entrepreneur,96528.264,English,Email,Morning
