Policy_ID,Customer_ID,Product_ID,Purchase_Date,Premium,Coverage
P002734,HL02734,POL200016,1/9/2023,1270.71596,99724.7769
P002737,HL02737,POL200016,2/26/2023,2092.650139,102609.3308
P002738,HL02738,POL200002,5/26/2023,1639.524954,104323.4988
P002745,HL02745,POL200008,12/31/2023,1470.576289,99859.05667
P002748,HL02748,POL200000,7/25/2023,2058.340102,99793.61558
P002754,HL02754,POL200004,4/5/2022,2341.84399,100980.4941
P002757,HL02757,POL200018,9/13/2023,1292.801708,102742.8775
P002758,HL02758,POL200007,2/12/2023,1739.567468,101331.3404
P002759,HL02759,POL200015,3/7/2024,1472.37991,104082.0596
P002761,HL02761,POL200017,5/6/2023,1574.500346,100981.2071
P002762,HL02762,POL200018,12/16/2023,1540.627965,100549.5419
P002764,HL02764,POL200005,6/3/2023,1431.991318,102435.9327
P002765,HL02765,POL200006,2/10/2023,2027.526751,102660.5651
P002766,HL02766,POL200017,11/19/2023,1426.087435,100025.5611
P002767,HL02767,POL200000,3/19/2023,2273.461541,100563.8752
P002769,HL02769,POL200008,11/3/2022,1626.035759,102953.9102
P002771,HL02771,POL200004,9/26/2023,1536.129083,99557.11819
P002773,HL02773,POL200009,2/12/2023,1662.038849,99449.93263
P002775,HL02775,POL200017,2/19/2024,2851.203616,104732.4483
P002776,HL02776,POL200002,2/28/2023,1891.736143,101908.5083
P002778,HL02778,POL200000,2/5/2023,1547.171753,96756.86082
P002780,HL02780,POL200015,6/2/2023,1819.287184,100331.3611
P002782,HL02782,POL200003,12/3/2022,1343.929779,99751.17319
P002785,HL02785,POL200008,3/17/2023,1773.515389,98774.38909
P002787,HL02787,POL200009,10/19/2022,1941.068063,104239.7167
P002792,HL02792,POL200015,12/9/2023,1567.421913,99755.77872
P002794,HL02794,POL200016,9/16/2023,2239.039453,96409.32652
P002795,HL02795,POL200015,2/13/2024,1678.235003,97252.31385
P002799,HL02799,POL200015,11/13/2022,1417.875912,97831.83946
P002800,HL02800,POL200015,4/30/2023,1394.077039,99810.05387
P002802,HL02802,POL200009,10/16/2023,2791.45366,97766.59756
P002805,HL02805,POL200018,2/12/2023,1651.640769,96786.17149
P002811,HL02811,POL200010,6/20/2023,2367.611751,101215.7366
P002815,HL02815,POL200010,6/22/2022,1961.749742,101142.5322
P002820,HL02820,POL200016,6/17/2024,1455.060849,101326.205
P002821,HL02821,POL200016,5/27/2023,1768.010628,100433.9775
P002833,HL02833,POL200008,12/25/2022,1959.97601,102296.7722
P002835,HL02835,POL200015,10/31/2022,2249.110963,99264.17875
P002839,HL02839,POL200000,5/3/2022,1717.120813,98571.14623
P002845,HL02845,POL200009,8/11/2022,1674.90116,99348.07273
P002849,HL02849,POL200016,1/2/2024,1923.446574,98995.98978
P002850,HL02850,POL200003,4/14/2023,1924.053901,98270.42436
P002856,HL02856,POL200006,1/29/2022,1622.81258,97694.31608
P002861,HL02861,POL200000,5/23/2023,2620.81696,99671.74892
P002866,HL02866,POL200008,3/23/2023,2549.37958,96802.93237
P002869,HL02869,POL200001,4/22/2023,1654.517554,100477.64
P002875,HL02875,POL200016,7/16/2022,1416.841402,100658.3533
P002886,HL02886,POL200010,1/21/2024,1404.923835,100157.1219
P002891,HL02891,POL200005,7/27/2023,2305.169552,102510.232
P002893,HL02893,POL200004,2/2/2023,2091.902591,98255.40906
P002899,HL02899,POL200000,7/17/2023,2255.055374,104457.4378
P002903,HL02903,POL200001,2/3/2023,1278.166691,103118.2964
P002908,HL02908,POL200010,5/8/2023,1608.216484,96934.64396
P002910,HL02910,POL200016,2/4/2023,1968.455848,100000.9504
P002912,HL02912,POL200016,10/9/2023,1646.763351,99622.83242
P002924,HL02924,POL200009,8/20/2023,1594.62001,94472.84795
P002926,HL02926,POL200007,3/4/2023,2046.165918,99881.39757
P002929,HL02929,POL200009,9/24/2022,1614.047369,102126.343
P002932,HL02932,POL200005,7/12/2022,1629.962795,98471.89681
P002938,HL02938,POL200004,5/18/2023,1343.548987,102487.5179
P002942,HL02942,POL200007,7/1/2022,2214.353371,105270.4282
P002943,HL02943,POL200004,7/27/2022,1857.833783,96186.68784
P002949,HL02949,POL200016,1/21/2024,2353.91398,101792.6714
P002954,HL02954,POL200017,3/3/2022,2120.867266,97699.78944
P002958,HL02958,POL200009,11/16/2022,1236.294602,100673.1129
P002959,HL02959,POL200002,8/8/2023,2014.161265,103415.2603
P002960,HL02960,POL200001,11/16/2023,1400.453516,102431.342
P002961,HL02961,POL200003,7/5/2022,1819.780543,98373.48936
P002964,HL02964,POL200016,3/22/2022,1633.691022,99978.98915
P002966,HL02966,POL200001,10/19/2023,1826.402254,99721.15784
P002970,HL02970,POL200016,6/27/2022,1751.47659,100221.5367
P002978,HL02978,POL200001,3/23/2022,1120.373484,100113.2963
P002984,HL02984,POL200018,5/8/2023,1872.317459,101840.55
P002991,HL02991,POL200017,8/30/2023,1572.01233,98562.5979
P002999,HL02999,POL200010,7/1/2022,1074.208255,101726.7324
P003004,HL03004,POL200000,10/25/2022,1975.13582,97339.55199
P003005,HL03005,POL200000,2/27/2022,1843.251186,102807.3998
P003009,HL03009,POL200015,11/22/2023,1615.074434,103628.9398
P003010,HL03010,POL200003,8/18/2023,1452.471641,98718.38389
P003011,HL03011,POL200003,3/9/2024,1506.390305,101264.1122
P003014,HL03014,POL200006,5/1/2023,1449.550708,98481.20854
P003016,HL03016,POL200018,1/19/2024,1650.538544,96241.18196
P003017,HL03017,POL200017,9/11/2022,1857.108235,100485.8366
P003021,HL03021,POL200005,2/23/2024,1719.970866,96750.2189
P003022,HL03022,POL200015,2/2/2024,2100.350203,96901.94448
P003030,HL03030,POL200018,2/22/2024,1757.680256,99121.01647
P003031,HL03031,POL200016,4/20/2022,1771.950402,98448.86306
P003040,HL03040,POL200016,6/26/2022,1231.44748,99797.00877
P003043,HL03043,POL200001,12/11/2022,1590.962011,99415.49507
P003048,HL03048,POL200004,2/6/2022,1840.357897,99372.71479
P003052,HL03052,POL200016,11/26/2022,1815.81427,100531.0045
P003053,HL03053,POL200004,9/9/2023,1626.243826,103483.8562
P003055,HL03055,POL200004,12/1/2023,1846.827265,100495.3604
P003061,HL03061,POL200001,9/19/2022,2150.459867,96542.93227
P003065,HL03065,POL200003,3/20/2022,1555.982555,100134.6041
P003066,HL03066,POL200006,10/28/2022,1674.184962,99348.07922
P003068,HL03068,POL200003,1/17/2023,1340.014443,99657.1376
P003070,HL03070,POL200001,9/10/2022,1772.55924,100504.278
P003072,HL03072,POL200017,5/23/2022,1895.519851,97361.04585
P003074,HL03074,POL200018,4/9/2023,1929.984363,101602.215
P003078,HL03078,POL200015,5/23/2022,1325.24674,99778.35972
P003082,HL03082,POL200018,8/28/2022,2467.841377,97801.82265
P003084,HL03084,POL200018,9/1/2022,2499.287726,101451.8845
P003085,HL03085,POL200017,10/29/2023,1684.288646,101772.3328
P003086,HL03086,POL200008,9/22/2022,1722.928818,100231.5778
P003095,HL03095,POL200003,7/27/2023,1910.170083,101795.6122
P003096,HL03096,POL200006,6/7/2023,1992.28436,93288.29247
P003108,HL03108,POL200003,4/19/2022,1641.321709,102029.6596
P003112,HL03112,POL200004,5/16/2023,1393.11804,102366.3
P003113,HL03113,POL200015,1/23/2024,1124.803533,100514.5329
P003119,HL03119,POL200015,12/19/2023,2443.26807,99768.70831
P003120,HL03120,POL200017,2/3/2023,1801.735678,102258.9569
P003122,HL03122,POL200002,3/19/2023,1715.1174,97336.60984
P003123,HL03123,POL200002,1/18/2024,2182.398356,99929.00152
P003125,HL03125,POL200000,5/4/2022,2598.706303,100940.0901
P003129,HL03129,POL200001,6/27/2023,1867.704892,98608.01395
P003130,HL03130,POL200015,2/13/2024,1519.806016,99826.94882
P003138,HL03138,POL200011,5/11/2023,2016.898226,100879.5061
P003139,HL03139,POL200005,10/7/2022,1787.956723,97734.67655
P003140,HL03140,POL200008,1/7/2024,2024.644847,100400.0143
P003142,HL03142,POL200018,2/8/2022,1882.618779,97705.63481
P003144,HL03144,POL200005,5/28/2022,1270.468428,99730.64387
P003148,HL03148,POL200016,10/17/2023,2180.457412,101276.7614
P003150,HL03150,POL200016,1/23/2022,1674.485442,100926.3575
P003152,HL03152,POL200009,1/6/2024,1743.039531,97809.50217
P003155,HL03155,POL200009,9/16/2023,1795.159991,100399.8474
P003156,HL03156,POL200009,5/26/2023,1640.422889,101462.0318
P003160,HL03160,POL200003,6/21/2022,1690.664578,97672.47748
P003163,HL03163,POL200009,1/17/2024,1723.421865,101646.5741
P003166,HL03166,POL200018,8/29/2023,2064.360371,99760.89043
P003167,HL03167,POL200009,9/25/2022,1976.477831,98101.74437
P003169,HL03169,POL200008,9/3/2023,1788.624803,103940.5869
P003170,HL03170,POL200008,5/19/2022,2312.972795,101188.7615
P003171,HL03171,POL200002,1/12/2024,1290.311041,100042.5758
P003172,HL03172,POL200002,2/22/2022,2049.479607,96717.70766
P003173,HL03173,POL200008,2/25/2022,1365.443243,102484.3692
P003174,HL03174,POL200003,11/28/2022,2131.441494,97003.10531
P003175,HL03175,POL200003,10/10/2023,1631.15831,101367.7125
P003190,HL03190,POL200018,7/20/2023,2243.347834,100806.714
P003191,HL03191,POL200000,12/23/2022,1765.954957,100880.939
P003192,HL03192,POL200015,3/10/2022,1581.263184,98071.61523
P003197,HL03197,POL200000,3/10/2023,2100.500381,101879.4913
P003199,HL03199,POL200015,12/29/2022,1418.066939,99243.84538
P003203,HL03203,POL200003,9/18/2022,1507.814454,100670.1898
P003206,HL03206,POL200016,4/22/2022,2263.043466,99474.64873
P003208,HL03208,POL200018,4/16/2022,616.4512397,99610.72455
P003211,HL03211,POL200017,5/10/2022,1653.788551,100382.6315
P003216,HL03216,POL200016,3/23/2023,2217.52894,99869.62263
P003220,HL03220,POL200015,9/20/2022,2117.352613,97682.42374
P003223,HL03223,POL200015,2/23/2023,1830.889679,98421.44691
P003225,HL03225,POL200016,2/14/2024,1786.748866,98564.68812
P003228,HL03228,POL200016,10/15/2022,2160.749678,102707.1279
P003229,HL03229,POL200003,6/1/2022,2275.261078,96444.26051
P003238,HL03238,POL200016,9/21/2022,2223.093026,99256.78276
P003239,HL03239,POL200009,2/14/2024,1965.015789,99416.62591
P003240,HL03240,POL200008,5/30/2022,2350.701383,98457.14077
P003242,HL03242,POL200007,6/9/2023,1876.128148,100881.6836
P003245,HL03245,POL200018,8/12/2023,1719.702971,101072.7363
P003251,HL03251,POL200000,1/24/2024,2366.821816,98901.38954
P003253,HL03253,POL200002,8/19/2023,1597.863878,99413.97885
P003254,HL03254,POL200015,3/15/2022,2167.58054,105052.6206
P003260,HL03260,POL200004,3/1/2022,1278.893479,101421.9037
P003261,HL03261,POL200002,9/7/2023,1033.012719,99916.40124
P003265,HL03265,POL200017,3/11/2024,2393.724264,98267.95695
P003266,HL03266,POL200015,1/12/2023,2115.75236,103198.1106
P003268,HL03268,POL200007,12/19/2023,1236.014373,98991.11928
P003271,HL03271,POL200002,12/10/2022,1774.152452,104923.8023
P003272,HL03272,POL200016,7/18/2022,2521.960202,102364.6556
P003275,HL03275,POL200005,9/3/2022,1329.675238,102829.7237
P003276,HL03276,POL200015,3/30/2024,2193.339895,101712.6492
P003284,HL03284,POL200012,9/11/2022,1617.023047,100019.2898
P003293,HL03293,POL200000,4/26/2023,1668.613232,102425.4027
P003301,HL03301,POL200005,7/21/2022,1868.363515,101133.9988
P003306,HL03306,POL200010,1/29/2023,1369.519533,99678.7808
P003309,HL03309,POL200009,4/29/2023,2085.756192,97236.23218
P003312,HL03312,POL200016,2/8/2024,1704.071,97458.25866
P003313,HL03313,POL200018,10/19/2022,1485.983724,99454.08163
P003316,HL03316,POL200008,10/23/2020,2173.008729,99103.24217
P003320,HL03320,POL200017,3/18/2024,2174.434694,95974.52391
P003321,HL03321,POL200000,9/20/2023,1700.302097,102386.2953
P003322,HL03322,POL200007,4/29/2023,1917.675378,100924.5811
P003325,HL03325,POL200018,12/4/2022,1487.919764,99332.93116
P003328,HL03328,POL200000,3/6/2024,1872.715019,101217.4149
P003329,HL03329,POL200001,8/7/2022,1891.70034,99342.06776
P003330,HL03330,POL200015,9/29/2023,2128.313336,101179.8728
P003331,HL03331,POL200009,7/14/2023,2021.436594,102276.6766
P003333,HL03333,POL200002,9/30/2023,2244.744285,100370.8932
P003335,HL03335,POL200017,5/27/2023,2039.918107,101709.7106
P003337,HL03337,POL200016,11/29/2022,1565.12638,98011.22196
P003338,HL03338,POL200006,11/30/2023,2022.397829,102895.0724
P003339,HL03339,POL200018,10/3/2022,2380.746067,100186.8218
P003340,HL03340,POL200018,4/16/2023,2182.34003,97518.92694
P003344,HL03344,POL200001,7/30/2023,2146.712756,101341.9165
P003345,HL03345,POL200012,5/29/2022,1800.396041,100617.642
P003347,HL03347,POL200008,4/23/2022,1340.508653,99241.43656
P003350,HL03350,POL200001,8/4/2022,2078.991697,100328.3013
P003353,HL03353,POL200003,8/25/2023,1888.27918,95048.17463
P003355,HL03355,POL200002,10/12/2023,2598.124844,102408.8797
P003356,HL03356,POL200001,3/5/2022,1935.163423,96499.44835
P003363,HL03363,POL200008,5/11/2022,2093.201139,103055.4413
P003364,HL03364,POL200015,6/13/2023,1812.621729,96054.72944
P003368,HL03368,POL200006,9/10/2023,1745.808721,98510.23428
P003370,HL03370,POL200009,8/27/2023,2242.94735,99431.20068
P003371,HL03371,POL200018,6/20/2023,1782.534907,100164.4168
P003372,HL03372,POL200002,8/18/2023,2486.970685,100021.2579
P003374,HL03374,POL200000,3/5/2024,1946.194383,101258.1064
P003376,HL03376,POL200009,9/27/2022,2415.497561,99371.14146
P003377,HL03377,POL200004,12/26/2023,1561.693265,101582.6728
P003378,HL03378,POL200018,1/21/2022,1651.175532,97152.0384
P003388,HL03388,POL200015,3/15/2024,1752.722493,102996.9905
P003390,HL03390,POL200000,8/21/2023,1846.076969,99134.66178
P003392,HL03392,POL200015,3/12/2022,2240.283125,100219.9372
P003393,HL03393,POL200008,5/13/2022,1301.776644,100940.7741
P003397,HL03397,POL200009,4/8/2022,1426.103353,102419.6755
P003398,HL03398,POL200008,11/13/2023,2248.151013,99224.00978
P003403,HL03403,POL200010,8/2/2022,1691.233142,101716.7005
P003404,HL03404,POL200004,2/15/2024,2084.952298,101424.9526
P003405,HL03405,POL200000,3/3/2022,2343.379279,101251.6504
P003407,HL03407,POL200001,11/22/2022,2229.587517,100041.7903
P003410,HL03410,POL200004,6/2/2022,1778.308874,97667.3748
P003411,HL03411,POL200017,10/17/2023,1623.606207,100467.5544
P003414,HL03414,POL200007,7/19/2022,1743.173882,102189.6369
P003415,HL03415,POL200007,2/25/2022,1473.104823,98824.74328
P003419,HL03419,POL200012,7/11/2023,1725.472815,101743.5817
P003421,HL03421,POL200004,7/1/2022,1922.090484,98432.79268
P003425,HL03425,POL200003,6/7/2022,2127.146447,101349.8389
P003427,HL03427,POL200003,4/17/2023,2175.942154,97509.644
P003433,HL03433,POL200007,12/19/2023,1798.998848,101798.5043
P003436,HL03436,POL200008,5/20/2023,1956.414448,98782.61903
P003437,HL03437,POL200000,11/3/2022,1283.485964,97040.82739
P003438,HL03438,POL200017,9/18/2023,1308.491406,98118.07892
P000002,HL00002,POL200002,2/20/2024,8146.320148,1024711.178
P000003,HL00003,POL200006,4/23/2022,8812.565142,976959.3154
P000004,HL00004,POL200010,12/6/2022,7215.720782,1002563.467
P000006,HL00006,POL200002,1/11/2022,5423.985913,990325.5818
P000011,HL00011,POL200004,10/26/2021,9220.592255,996654.3418
P000012,HL00012,POL200009,11/6/2020,7827.888318,980738.8161
P000014,HL00014,POL200008,9/12/2023,4592.86893,1015068.241
P000016,HL00016,POL200015,10/24/2012,5131.487116,975369.1755
P000017,HL00017,POL200010,5/5/2022,8598.807757,984659.932
P000018,HL00018,POL200003,6/13/2014,6459.878503,1036330.563
P000020,HL00020,POL200007,1/20/2024,6913.688194,995858.9231
P000025,HL00025,POL200010,5/16/2023,6276.666302,992520.6314
P000028,HL00028,POL200016,10/19/2014,7298.97423,982388.1578
P000029,HL00029,POL200016,10/20/2022,8508.577555,1050123.543
P000032,HL00032,POL200005,4/21/2023,6894.799738,1022637.336
P000033,HL00033,POL200012,4/2/2021,5018.829613,980767.8951
P000035,HL00035,POL200008,2/14/2023,7373.348323,992253.8465
P000036,HL00036,POL200006,7/5/2023,6200.514653,987398.7536
P000041,HL00041,POL200008,9/18/2022,7247.352168,1006548.966
P000043,HL00043,POL200005,5/18/2021,9110.982302,967161.7854
P000049,HL00049,POL200004,12/5/2021,5305.162565,986483.8535
P000051,HL00051,POL200003,1/29/2021,6173.48555,1001179.191
P000052,HL00052,POL200000,7/8/2022,6655.11636,971126.2745
P000054,HL00054,POL200011,6/30/2023,7389.811243,986816.6825
P000061,HL00061,POL200003,10/6/2023,7218.5376,1010559.926
P000066,HL00066,POL200009,3/19/2022,8724.161643,1016978.362
P000067,HL00067,POL200009,9/24/2022,7103.500009,987072.7693
P000068,HL00068,POL200002,5/7/2022,7626.72817,1001148.962
P000073,HL00073,POL200000,2/26/2023,6537.438316,993498.8949
P000074,HL00074,POL200010,5/4/2023,4458.962521,1010675.663
P000076,HL00076,POL200003,11/23/2020,7523.660482,979208.2941
P000080,HL00080,POL200009,10/17/2020,5785.193353,989679.6321
P000083,HL00083,POL200012,7/13/2023,6011.067617,1026251.931
P000086,HL00086,POL200012,10/20/2023,6608.66518,972359.5194
P000091,HL00091,POL200018,1/20/2020,7617.46882,991066.348
P000094,HL00094,POL200009,1/11/2022,6465.510036,988637.3296
P000100,HL00100,POL200004,4/3/2023,6826.086671,1001493.441
P000101,HL00101,POL200008,2/19/2021,7444.588541,1013110.041
P000105,HL00105,POL200009,1/22/2022,6583.658242,1005492.051
P000108,HL00108,POL200001,9/16/2021,8086.801263,1024197.408
P000109,HL00109,POL200000,5/2/2022,6039.008736,991909.0416
P000112,HL00112,POL200008,5/2/2022,5144.71608,996842.7291
P000115,HL00115,POL200011,9/23/2023,7309.934181,998335.7224
P000121,HL00121,POL200011,11/16/2021,6435.480953,987031.5207
P000126,HL00126,POL200015,9/5/2022,5297.740934,1018803.289
P000128,HL00128,POL200008,8/12/2021,6090.075332,983108.0178
P000131,HL00131,POL200012,3/25/2024,7356.308411,1019634.654
P000132,HL00132,POL200006,9/30/2020,6699.640137,1034962.609
P000134,HL00134,POL200009,7/31/2021,4981.801747,1013030.116
P000135,HL00135,POL200000,4/18/2021,6984.103936,987005.615
P000137,HL00137,POL200009,11/28/2022,8108.072059,1021471.477
P000139,HL00139,POL200016,6/17/2017,5734.407145,1015460.693
P000141,HL00141,POL200012,4/15/2022,7410.076287,1005668.404
P000144,HL00144,POL200004,5/25/2022,6914.373099,992987.4398
P000146,HL00146,POL200001,4/11/2021,6514.418068,994609.2927
P000147,HL00147,POL200008,11/13/2021,6676.204523,1004035.723
P000149,HL00149,POL200009,6/23/2023,6313.037243,989292.4581
P000151,HL00151,POL200011,9/14/2021,5681.921843,999052.1089
P000152,HL00152,POL200006,3/4/2023,7504.812426,979591.373
P000158,HL00158,POL200012,7/10/2022,5501.753238,1030344.926
P000166,HL00166,POL200010,12/3/2023,6726.900704,995343.7754
P000168,HL00168,POL200010,5/13/2023,7056.2934,1017170.44
P000169,HL00169,POL200000,11/4/2023,9112.638533,1003367.165
P000171,HL00171,POL200009,1/2/2022,4555.507434,970012.7004
P000172,HL00172,POL200012,2/24/2023,7321.9096,1017610.355
P000173,HL00173,POL200000,6/1/2023,4230.106818,997579.0756
P000175,HL00175,POL200007,2/24/2021,8299.106459,978510.3369
P000181,HL00181,POL200008,8/3/2023,9572.899831,967783.7189
P000183,HL00183,POL200008,8/30/2020,6502.245682,1008456.506
P000184,HL00184,POL200011,4/12/2022,6224.770064,1021340.178
P000185,HL00185,POL200012,12/13/2020,7998.484231,1009470.058
P000186,HL00186,POL200012,8/19/2022,7857.098065,970318.3794
P000187,HL00187,POL200009,11/15/2022,7634.376176,996823.7031
P000188,HL00188,POL200005,3/16/2021,5946.448148,1035088.124
P000190,HL00190,POL200005,6/28/2021,3864.573442,1008896.097
P000191,HL00191,POL200011,9/7/2022,7904.962705,1012205.874
P000193,HL00193,POL200009,6/1/2021,8351.544443,992965.6183
P000200,HL00200,POL200005,9/7/2023,5683.638728,995756.7697
P000201,HL00201,POL200008,5/7/2022,5812.744245,977852.1917
P000206,HL00206,POL200003,8/31/2021,6878.042734,1001959.637
P000209,HL00209,POL200003,1/1/2021,8377.391301,992517.0236
P000211,HL00211,POL200006,7/15/2022,4903.177169,1027301.158
P000212,HL00212,POL200001,12/8/2020,4965.556888,1001843.461
P000215,HL00215,POL200003,5/14/2021,7740.541417,990418.6203
P000217,HL00217,POL200012,8/5/2021,8514.203834,1013990.18
P000220,HL00220,POL200010,9/27/2020,5801.913432,949980.1324
P000221,HL00221,POL200007,8/14/2022,6635.523939,1010440.345
P000222,HL00222,POL200008,3/17/2024,6073.741324,979294.9494
P000224,HL00224,POL200012,5/27/2022,5094.534549,998804.0848
P000226,HL00226,POL200009,6/13/2023,7771.873985,977956.0758
P000229,HL00229,POL200010,6/14/2022,6448.994829,993944.9805
P000230,HL00230,POL200000,2/17/2024,5433.472689,1017918.542
P000232,HL00232,POL200011,12/13/2021,4762.77413,1001153.031
P000235,HL00235,POL200002,12/16/2022,4815.783459,1026302.391
P000238,HL00238,POL200012,3/18/2022,7633.670231,1027081.327
P000239,HL00239,POL200009,2/20/2021,5710.056436,994879.7865
P000240,HL00240,POL200007,3/31/2022,4974.757208,1015317.806
P000241,HL00241,POL200006,6/23/2022,9660.784383,1009305.488
P000243,HL00243,POL200004,11/17/2023,6401.089279,1005264.181
P000244,HL00244,POL200012,12/2/2021,6718.875728,1000672.847
P000248,HL00248,POL200004,10/4/2023,5984.060904,1006340.995
P000249,HL00249,POL200003,6/24/2023,7701.909149,985235.4026
P000253,HL00253,POL200007,11/21/2021,8705.25825,1002468.451
P000254,HL00254,POL200003,12/15/2022,6398.679252,992242.446
P000257,HL00257,POL200009,2/24/2021,10449.15885,970746.9531
P000263,HL00263,POL200009,1/27/2021,6331.544274,999230.2227
P000265,HL00265,POL200009,2/1/2024,5371.267534,1009569.01
P000268,HL00268,POL200009,9/30/2021,7512.27687,994644.4549
P000269,HL00269,POL200009,11/30/2022,6045.972074,1031450.544
P000273,HL00273,POL200008,8/31/2023,8735.261714,998540.2056
P000275,HL00275,POL200008,7/25/2023,6183.77173,987729.7918
P000279,HL00279,POL200011,1/1/2022,7108.243079,998197.454
P000280,HL00280,POL200004,6/27/2021,6494.833738,987576.3296
P000282,HL00282,POL200008,9/4/2020,6058.631579,1004737.07
P000283,HL00283,POL200012,2/21/2021,6730.401841,984146.5326
P000284,HL00284,POL200006,12/14/2022,8008.502988,997230.7497
P000291,HL00291,POL200015,8/26/2021,8413.695111,955899.9879
P000300,HL00300,POL200002,12/24/2022,6204.029696,988713.49
P000302,HL00302,POL200010,9/24/2023,8358.145943,966534.6431
P000305,HL00305,POL200002,9/30/2023,6400.902348,988600.4146
P000306,HL00306,POL200008,9/22/2023,7018.173148,999292.8799
P000312,HL00312,POL200016,6/26/2019,9180.560112,1044582.438
P000313,HL00313,POL200009,10/27/2020,6956.206369,998172.526
P000314,HL00314,POL200012,1/10/2023,9191.108365,957614.1515
P000319,HL00319,POL200010,3/18/2022,6543.986827,948133.2971
P000322,HL00322,POL200001,5/26/2022,8811.713333,990982.1843
P000324,HL00324,POL200009,10/29/2020,7363.215051,994445.568
P000326,HL00326,POL200012,1/29/2021,7307.3751,997950.5746
P000332,HL00332,POL200007,4/9/2023,8250.452829,995890.9719
P000335,HL00335,POL200010,9/18/2023,5941.319279,1001290.517
P000341,HL00341,POL200009,5/16/2023,7763.978704,993449.0405
P000344,HL00344,POL200011,5/3/2022,8408.465041,1015835.554
P000346,HL00346,POL200011,12/20/2023,9219.582485,1000342.52
P000350,HL00350,POL200011,12/31/2021,6379.045837,934165.1247
P000355,HL00355,POL200017,3/15/2021,5848.087929,998492.4786
P000357,HL00357,POL200005,7/27/2023,5664.025662,1017782.414
P000358,HL00358,POL200007,1/16/2022,7598.337147,978639.0975
P000363,HL00363,POL200001,11/3/2020,5225.39278,996431.587
P000364,HL00364,POL200011,10/16/2022,8525.803667,1004766.872
P000367,HL00367,POL200011,1/4/2021,5904.239404,998282.0371
P000370,HL00370,POL200010,7/16/2021,7522.709759,999133.5864
P000372,HL00372,POL200011,6/20/2022,4829.2432,991518.4949
P000377,HL00377,POL200009,1/4/2022,6711.125795,969089.005
P000378,HL00378,POL200008,12/6/2022,5846.975932,1002934.618
P000383,HL00383,POL200017,12/31/2022,8735.663215,995004.6599
P000384,HL00384,POL200009,2/9/2023,9368.869669,1001121.109
P000386,HL00386,POL200011,5/28/2016,6908.8322,996581.2979
P000392,HL00392,POL200007,7/18/2021,6180.695473,988758.2305
P000393,HL00393,POL200004,10/13/2019,8171.240927,1011662.52
P000397,HL00397,POL200010,11/22/2021,7261.689742,980969.8672
P000398,HL00398,POL200018,12/22/2020,6668.20497,1004227.286
P000399,HL00399,POL200007,12/28/2020,5403.617719,972204.1136
P000400,HL00400,POL200002,10/6/2021,5952.541082,991028.7668
P000403,HL00403,POL200008,9/4/2021,6122.466732,1015776.414
P000406,HL00406,POL200005,7/11/2021,7913.897701,977528.2568
P000407,HL00407,POL200005,12/4/2023,7369.91902,1007867.63
P000410,HL00410,POL200005,10/17/2022,9778.798928,1016392.48
P000411,HL00411,POL200002,1/21/2021,6692.378396,1007304.723
P000413,HL00413,POL200002,10/4/2021,5933.838485,1019396.715
P000420,HL00420,POL200009,2/13/2023,6067.529133,1021460.559
P000422,HL00422,POL200010,12/19/2021,6616.814551,988533.9004
P000424,HL00424,POL200005,10/8/2023,6379.779226,992153.5447
P000425,HL00425,POL200011,7/19/2023,6737.613998,1040423.021
P000426,HL00426,POL200008,9/25/2020,4445.101075,971575.066
P000428,HL00428,POL200000,2/9/2021,6015.434917,1012357.213
P000429,HL00429,POL200003,3/9/2023,7499.323659,1048366.578
P000433,HL00433,POL200007,3/20/2023,9063.32358,1023019.316
P000436,HL00436,POL200003,8/11/2023,6666.516387,1016989.505
P000438,HL00438,POL200017,2/18/2024,5082.729401,961794.9418
P000442,HL00442,POL200002,11/9/2023,8192.409093,986036.133
P000444,HL00444,POL200015,6/26/2021,6509.224636,1010822.141
P000445,HL00445,POL200009,12/29/2020,8648.032956,991733.9926
P000448,HL00448,POL200011,5/27/2022,8611.678962,980251.61
P000450,HL00450,POL200015,10/20/2023,5170.234074,988006.9669
P000451,HL00451,POL200010,8/18/2021,7350.956448,960327.2819
P000452,HL00452,POL200012,6/27/2022,8124.979437,1012540.958
P000457,HL00457,POL200009,5/11/2023,4034.376393,1015423.572
P000458,HL00458,POL200008,11/10/2020,6949.039138,982398.6631
P000463,HL00463,POL200011,6/16/2023,8770.337993,1024866.897
P000464,HL00464,POL200018,9/15/2019,5791.07641,995991.8727
P000465,HL00465,POL200018,9/5/2023,9547.391288,957662.58
P000466,HL00466,POL200015,1/25/2015,7205.944173,997419.2314
P000472,HL00472,POL200001,2/16/2022,4778.230414,1000936.008
P000473,HL00473,POL200008,9/5/2020,7231.729661,946016.9651
P000475,HL00475,POL200006,11/15/2020,6572.175423,1039106.288
P000481,HL00481,POL200003,10/9/2021,7200.77146,1033181.015
P000484,HL00484,POL200008,3/11/2022,7073.471687,1006315.188
P000487,HL00487,POL200002,8/25/2023,7288.797829,997604.1198
P000489,HL00489,POL200009,10/25/2022,6131.587698,1002821.462
P000492,HL00492,POL200017,11/21/2023,7277.723318,1029473.122
P000495,HL00495,POL200000,6/26/2023,8085.965735,1008231.653
P000496,HL00496,POL200003,11/8/2020,5496.754375,1020742.99
P000500,HL00500,POL200012,12/31/2023,7461.409217,1004600.595
